index,listing_id,date
102,307287,2014-04-02
103,307287,2014-06-22
104,307287,2014-07-26
105,307287,2014-09-01
106,307287,2014-09-20
107,307287,2014-09-27
108,307287,2014-10-26
109,307287,2014-11-20
110,307287,2015-02-09
111,307287,2015-04-21
112,307287,2015-04-24
113,307287,2015-08-08
114,5429919,2015-08-01
115,5429919,2015-08-22
116,1092713,2013-05-20
117,1092713,2013-05-26
118,1092713,2013-05-27
119,1092713,2013-06-07
120,1092713,2013-06-13
121,1092713,2013-06-15
122,1092713,2013-06-22
123,1092713,2013-06-24
124,1092713,2013-06-27
125,1092713,2013-07-04
126,1092713,2013-07-28
127,1092713,2013-09-13
128,1092713,2013-09-20
129,1092713,2013-09-24
130,1092713,2013-10-03
131,1092713,2013-10-10
132,1092713,2013-10-26
133,1092713,2013-10-28
134,1092713,2013-11-01
135,1092713,2013-11-11
136,1092713,2013-11-12
137,1092713,2013-11-19
138,1092713,2013-12-10
139,1092713,2014-01-01
140,1092713,2014-01-08
141,1092713,2014-02-14
142,1092713,2014-02-16
143,1092713,2014-02-27
144,1092713,2014-03-10
145,1092713,2014-04-06
146,1092713,2014-04-12
147,1092713,2014-05-02
148,1092713,2014-05-05
149,1092713,2014-05-08
150,1092713,2014-05-18
151,1092713,2014-05-29
152,1092713,2014-06-03
153,1092713,2014-06-13
154,1092713,2014-06-16
155,1092713,2014-06-20
156,1092713,2014-06-21
157,1092713,2014-07-05
158,1092713,2014-07-07
159,1092713,2014-07-11
160,1092713,2014-07-16
161,1092713,2014-07-22
162,1092713,2014-07-25
163,1092713,2014-07-29
164,1092713,2014-07-31
165,1092713,2014-08-04
166,1092713,2014-08-28
167,1092713,2014-08-31
168,1092713,2014-09-09
169,1092713,2014-09-12
170,1092713,2014-09-15
171,1092713,2014-09-19
172,1092713,2014-09-26
173,1092713,2014-10-05
174,1092713,2014-10-08
175,1092713,2014-10-15
176,1092713,2014-10-16
177,1092713,2014-10-22
178,1092713,2014-10-24
179,1092713,2014-10-28
180,1092713,2014-10-31
181,1092713,2014-11-02
182,1092713,2014-11-05
183,1092713,2014-11-06
184,1092713,2014-11-08
185,1092713,2014-11-14
186,1092713,2014-11-19
187,1092713,2014-11-30
188,1092713,2015-01-04
189,1092713,2015-01-14
190,1092713,2015-01-17
191,1092713,2015-01-23
192,1092713,2015-01-25
193,1092713,2015-01-27
194,1092713,2015-01-31
195,1092713,2015-02-02
196,1092713,2015-03-12
197,1092713,2015-03-15
198,1092713,2015-03-24
199,1092713,2015-03-28
200,1092713,2015-04-04
201,1092713,2015-04-25
202,1092713,2015-04-26
203,1092713,2015-05-06
204,1092713,2015-05-08
205,1092713,2015-05-11
206,1092713,2015-05-17
207,1092713,2015-05-19
208,1092713,2015-05-24
209,1092713,2015-05-31
210,1092713,2015-06-01
211,1092713,2015-06-03
212,1092713,2015-06-07
213,1092713,2015-06-12
214,1092713,2015-06-16
215,1092713,2015-06-17
216,1092713,2015-06-26
217,1092713,2015-06-29
218,1092713,2015-07-09
219,1092713,2015-07-12
220,1092713,2015-07-14
221,1092713,2015-07-21
222,1092713,2015-07-23
223,1092713,2015-07-26
224,1092713,2015-07-28
225,1092713,2015-07-29
226,1092713,2015-08-01
227,1092713,2015-08-09
228,1092713,2015-08-12
229,1092713,2015-08-13
230,1092713,2015-08-17
231,1092713,2015-08-22
232,1092713,2015-09-01
233,1092713,2015-09-05
234,1092713,2015-09-07
235,4639513,2015-02-27
236,4639513,2015-03-27
237,4639513,2015-04-01
238,4639513,2015-04-12
239,4639513,2015-05-08
240,4639513,2015-05-14
241,4639513,2015-05-25
242,4639513,2015-05-29
243,4639513,2015-06-07
244,4639513,2015-06-12
245,4639513,2015-06-17
246,4639513,2015-06-20
247,4639513,2015-06-23
248,4639513,2015-07-18
249,4639513,2015-07-21
250,4639513,2015-07-23
251,4639513,2015-08-01
252,4639513,2015-08-04
253,4639513,2015-08-11
254,4639513,2015-08-19
255,4639513,2015-08-21
256,4639513,2015-08-27
257,4639513,2015-09-02
258,4639513,2015-09-05
259,4639513,2015-09-28
260,3644326,2014-08-17
261,3644326,2014-08-31
262,3644326,2014-09-13
263,3644326,2014-09-18
264,3644326,2014-09-28
265,3644326,2014-10-05
266,3644326,2014-10-13
267,3644326,2014-10-19
268,3644326,2015-03-16
269,3644326,2015-03-24
270,3644326,2015-04-05
271,3644326,2015-04-08
272,3644326,2015-04-12
273,3644326,2015-05-10
274,3644326,2015-08-24
275,3644326,2015-08-26
276,3644326,2015-08-28
277,3644326,2015-08-31
278,3644326,2015-09-03
279,3644326,2015-09-07
280,1048696,2014-10-12
281,1048696,2014-10-21
282,852056,2015-05-17
283,6644726,2015-09-27
284,1024905,2013-07-01
285,1024905,2013-09-01
286,1024905,2013-10-07
287,1024905,2013-10-14
288,1024905,2013-10-20
289,1024905,2014-05-19
290,1024905,2014-07-07
291,1024905,2014-10-18
292,1024905,2015-04-12
293,1024905,2015-04-18
294,1024905,2015-04-24
295,6066251,2015-04-26
296,6066251,2015-04-30
297,6066251,2015-05-12
298,6066251,2015-05-16
299,6066251,2015-05-24
300,6066251,2015-06-01
301,6066251,2015-06-11
302,6066251,2015-06-15
303,6066251,2015-06-20
304,6066251,2015-07-11
305,6066251,2015-07-15
306,6066251,2015-08-16
307,6066251,2015-08-21
308,6066251,2015-08-28
309,6066251,2015-09-12
310,6066251,2015-09-21
311,2350674,2014-03-05
312,2350674,2014-03-14
313,2350674,2014-03-28
314,2350674,2014-04-02
315,2350674,2014-04-22
316,2350674,2014-05-15
317,2350674,2014-05-16
318,2350674,2014-05-18
319,2350674,2014-05-19
320,2350674,2014-05-22
321,2350674,2014-05-28
322,2350674,2014-05-31
323,2350674,2014-06-06
324,2350674,2014-07-07
325,2350674,2014-07-09
326,2350674,2014-07-15
327,2350674,2014-07-18
328,2350674,2014-07-21
329,2350674,2014-07-29
330,2350674,2014-08-06
331,2350674,2014-08-10
332,2350674,2014-08-14
333,2350674,2014-08-17
334,2350674,2014-09-09
335,2350674,2014-10-13
336,2350674,2014-10-25
337,2350674,2014-11-04
338,2350674,2015-02-15
339,2350674,2015-03-08
340,2350674,2015-03-15
341,2350674,2015-04-03
342,2350674,2015-04-19
343,2350674,2015-05-06
344,2350674,2015-05-10
345,2350674,2015-05-15
346,2350674,2015-05-22
347,2350674,2015-05-25
348,2350674,2015-05-30
349,2350674,2015-06-04
350,2350674,2015-06-25
351,2350674,2015-06-26
352,2350674,2015-07-17
353,2350674,2015-07-19
354,2350674,2015-07-21
355,2350674,2015-08-26
356,2350674,2015-09-13
357,2350674,2015-09-14
358,5319716,2015-02-16
359,5319716,2015-03-01
360,5319716,2015-03-09
361,5319716,2015-03-15
362,5319716,2015-03-18
363,5319716,2015-03-21
364,5319716,2015-03-24
365,5319716,2015-03-25
366,5319716,2015-03-28
367,5319716,2015-04-05
368,5319716,2015-04-09
369,5319716,2015-04-12
370,5319716,2015-04-21
371,5319716,2015-04-28
372,5319716,2015-05-02
373,5319716,2015-05-05
374,5319716,2015-05-06
375,5319716,2015-05-08
376,5319716,2015-05-10
377,5319716,2015-05-17
378,5319716,2015-05-19
379,5319716,2015-05-21
380,5319716,2015-05-25
381,5319716,2015-05-28
382,5319716,2015-06-06
383,5319716,2015-06-12
384,5319716,2015-06-13
385,5319716,2015-06-17
386,5319716,2015-07-05
387,5319716,2015-07-08
388,5319716,2015-07-12
389,5319716,2015-07-14
390,5319716,2015-07-19
391,5319716,2015-07-23
392,5319716,2015-08-01
393,5319716,2015-08-07
394,5319716,2015-08-12
395,5319716,2015-08-16
396,5319716,2015-08-20
397,5319716,2015-08-27
398,5319716,2015-08-30
399,5319716,2015-09-13
400,5319716,2015-09-21
401,5319716,2015-09-29
402,6587577,2015-07-21
403,6587577,2015-08-03
404,6587577,2015-08-24
405,1498731,2013-09-03
406,1498731,2013-11-26
407,1498731,2013-12-11
408,1498731,2014-04-02
409,1498731,2014-04-14
410,1498731,2014-05-13
411,1498731,2014-05-18
412,1498731,2014-06-13
413,1498731,2014-06-18
414,1498731,2014-09-15
415,1498731,2014-10-09
416,1498731,2014-10-25
417,1498731,2014-11-24
418,1498731,2014-12-18
419,1498731,2015-01-16
420,1498731,2015-02-15
421,1498731,2015-03-14
422,1498731,2015-04-21
423,1498731,2015-04-25
424,1498731,2015-04-29
425,1498731,2015-06-28
426,1498731,2015-08-03
427,1498731,2015-08-26
428,1498731,2015-09-21
429,5401210,2015-03-22
430,5401210,2015-04-14
431,5401210,2015-04-20
432,5401210,2015-05-27
433,5401210,2015-07-12
434,5401210,2015-08-03
435,5401210,2015-09-10
436,5401210,2015-09-26
437,6244078,2015-05-20
438,6244078,2015-06-08
439,6244078,2015-06-18
440,6244078,2015-06-27
441,6244078,2015-06-29
442,6244078,2015-07-04
443,6244078,2015-08-23
444,3272654,2015-06-01
445,6723515,2015-07-28
446,841260,2013-06-10
447,841260,2014-08-17
448,841260,2015-05-19
449,841260,2015-09-01
450,841260,2015-09-14
451,84476,2011-10-27
452,84476,2011-11-01
453,84476,2012-01-16
454,84476,2012-03-23
455,84476,2012-04-03
456,84476,2012-04-22
457,84476,2012-05-09
458,84476,2012-05-22
459,84476,2012-06-02
460,84476,2012-06-19
461,84476,2012-06-23
462,84476,2012-07-01
463,84476,2012-07-08
464,84476,2012-07-12
465,84476,2012-07-14
466,84476,2012-07-25
467,84476,2012-08-12
468,84476,2012-08-28
469,84476,2012-09-11
470,84476,2012-09-20
471,84476,2012-09-25
472,84476,2012-10-24
473,84476,2012-12-18
474,84476,2012-12-23
475,84476,2013-01-06
476,84476,2013-01-14
477,84476,2013-01-24
478,84476,2013-01-27
479,84476,2013-03-18
480,84476,2013-03-26
481,84476,2013-04-07
482,84476,2013-04-28
483,84476,2013-05-06
484,84476,2013-05-18
485,84476,2013-05-25
486,84476,2013-06-08
487,84476,2013-06-10
488,84476,2013-06-20
489,84476,2013-06-29
490,84476,2013-07-01
491,84476,2013-07-06
492,84476,2013-07-11
493,84476,2013-07-15
494,84476,2013-07-16
495,84476,2013-07-27
496,84476,2013-08-01
497,84476,2013-08-06
498,84476,2013-08-11
499,84476,2013-08-22
500,84476,2013-08-24
501,84476,2013-10-01
502,84476,2013-10-22
503,84476,2014-01-01
504,84476,2014-02-24
505,84476,2014-03-19
506,84476,2014-03-24
507,84476,2014-03-30
508,84476,2014-04-07
509,84476,2014-04-14
510,84476,2014-04-18
511,84476,2014-04-23
512,84476,2014-04-27
513,84476,2014-05-19
514,84476,2014-05-29
515,84476,2014-06-11
516,84476,2014-06-22
517,84476,2014-06-26
518,84476,2014-06-30
519,84476,2014-07-06
520,84476,2014-07-20
521,84476,2014-07-26
522,84476,2014-07-31
523,84476,2014-08-06
524,84476,2014-08-11
525,84476,2014-08-17
526,84476,2014-08-23
527,84476,2014-08-26
528,84476,2014-09-05
529,84476,2014-09-12
530,84476,2014-09-15
531,84476,2014-09-18
532,84476,2014-09-25
533,84476,2014-09-29
534,84476,2014-10-06
535,84476,2014-10-09
536,84476,2014-10-14
537,84476,2014-10-23
538,84476,2014-10-29
539,84476,2014-11-02
540,84476,2014-11-13
541,84476,2014-11-17
542,84476,2014-11-20
543,84476,2014-12-08
544,84476,2014-12-24
545,84476,2015-01-30
546,84476,2015-02-17
547,84476,2015-03-05
548,84476,2015-03-14
549,84476,2015-03-17
550,84476,2015-03-21
551,84476,2015-03-26
552,84476,2015-03-29
553,84476,2015-04-07
554,84476,2015-04-11
555,84476,2015-04-19
556,84476,2015-05-07
557,84476,2015-05-10
558,84476,2015-05-14
559,84476,2015-05-19
560,84476,2015-05-27
561,84476,2015-05-31
562,84476,2015-06-11
563,84476,2015-07-21
564,84476,2015-07-25
565,84476,2015-07-29
566,84476,2015-08-01
567,84476,2015-08-05
568,84476,2015-08-12
569,84476,2015-08-20
570,84476,2015-08-23
571,84476,2015-08-30
572,84476,2015-09-08
573,84476,2015-09-12
574,84476,2015-09-16
575,84476,2015-09-25
576,4986881,2015-01-16
577,4986881,2015-01-26
578,4986881,2015-02-11
579,4986881,2015-05-30
580,6038468,2015-05-07
581,6038468,2015-06-01
582,6038468,2015-06-28
583,6038468,2015-07-06
584,6038468,2015-07-24
585,6038468,2015-08-04
586,6038468,2015-09-07
587,6038468,2015-09-21
588,6038468,2015-09-24
589,6038468,2015-09-27
590,1035762,2015-07-26
591,1035762,2015-07-31
592,6221367,2015-05-16
593,6221367,2015-05-20
594,1596506,2013-11-04
595,1596506,2013-11-08
596,1596506,2013-11-16
597,1596506,2013-12-30
598,1596506,2014-12-20
599,1596506,2014-12-25
600,1596506,2015-01-04
601,1596506,2015-02-08
602,1596506,2015-03-08
603,1596506,2015-03-14
604,1596506,2015-03-20
605,1596506,2015-03-25
606,1596506,2015-03-30
607,1596506,2015-04-25
608,1596506,2015-05-10
609,1596506,2015-05-15
610,1596506,2015-05-17
611,1596506,2015-05-19
612,1596506,2015-06-22
613,1596506,2015-07-05
614,1596506,2015-07-17
615,1596506,2015-09-17
616,1596506,2015-09-28
617,8313137,2015-09-24
618,6543007,2015-06-19
619,6543007,2015-07-05
620,7327815,2015-07-20
621,7327815,2015-09-17
622,2966455,2014-06-15
623,2966455,2015-05-01
624,6205219,2015-09-17
625,8479636,2015-09-27
626,6492476,2015-07-14
627,6492476,2015-07-15
628,6492476,2015-07-20
629,6492476,2015-07-23
630,6492476,2015-07-25
631,6492476,2015-07-29
632,6492476,2015-08-01
633,6492476,2015-08-04
634,6492476,2015-08-09
635,6492476,2015-08-11
636,6492476,2015-08-13
637,6492476,2015-08-15
638,6492476,2015-08-19
639,6492476,2015-08-25
640,6492476,2015-09-01
641,6492476,2015-09-05
642,6492476,2015-09-07
643,6492476,2015-09-08
644,6492476,2015-09-10
645,6492476,2015-09-12
646,6492476,2015-09-17
647,6492476,2015-09-21
648,6492476,2015-09-22
649,6492476,2015-09-23
650,6492476,2015-09-24
651,6492476,2015-09-25
652,6492476,2015-09-27
653,6492476,2015-09-28
654,6492476,2015-09-30
655,6492476,2015-10-02
656,4987933,2015-01-11
657,4987933,2015-02-10
658,4987933,2015-02-17
659,4987933,2015-03-02
660,4987933,2015-03-07
661,4987933,2015-03-13
662,4987933,2015-03-17
663,4987933,2015-03-24
664,4987933,2015-03-29
665,4987933,2015-04-10
666,4987933,2015-04-13
667,4987933,2015-04-30
668,4987933,2015-05-14
669,4987933,2015-05-20
670,4987933,2015-05-25
671,4987933,2015-06-03
672,4987933,2015-06-08
673,4987933,2015-06-12
674,4987933,2015-06-17
675,4987933,2015-06-19
676,4987933,2015-06-29
677,4987933,2015-07-03
678,4987933,2015-07-10
679,4987933,2015-07-16
680,4987933,2015-07-20
681,4987933,2015-07-24
682,4987933,2015-08-05
683,4987933,2015-08-09
684,4987933,2015-09-12
685,4987933,2015-09-16
686,4987933,2015-09-22
687,4987933,2015-09-29
688,4733998,2015-01-10
689,4733998,2015-01-13
690,4733998,2015-02-16
691,4733998,2015-02-23
692,4733998,2015-03-16
693,4733998,2015-03-20
694,4733998,2015-03-25
695,4733998,2015-03-28
696,4733998,2015-03-30
697,4733998,2015-04-08
698,4733998,2015-04-13
699,4733998,2015-04-24
700,4733998,2015-04-28
701,4733998,2015-04-29
702,4733998,2015-05-11
703,4733998,2015-05-18
704,4733998,2015-05-20
705,4733998,2015-05-22
706,4733998,2015-05-26
707,4733998,2015-06-01
708,4733998,2015-06-08
709,4733998,2015-06-19
710,4733998,2015-06-22
711,4733998,2015-06-25
712,4733998,2015-06-29
713,54112,2010-11-01
714,54112,2011-01-08
715,54112,2011-01-22
716,54112,2011-01-28
717,54112,2011-02-14
718,54112,2011-03-11
719,54112,2011-03-31
720,54112,2011-04-17
721,54112,2011-04-29
722,54112,2011-05-02
723,54112,2011-05-16
724,54112,2011-05-20
725,54112,2011-06-01
726,54112,2011-06-13
727,54112,2011-06-18
728,54112,2011-06-28
729,54112,2011-07-18
730,54112,2011-08-13
731,54112,2011-09-25
732,54112,2011-10-08
733,54112,2011-10-22
734,54112,2011-10-28
735,54112,2012-03-17
736,54112,2012-03-29
737,54112,2012-04-18
738,54112,2012-04-23
739,54112,2012-04-28
740,54112,2012-05-07
741,54112,2012-05-14
742,54112,2012-05-21
743,54112,2012-05-28
744,54112,2012-06-15
745,54112,2012-08-12
746,54112,2012-09-14
747,54112,2012-09-22
748,54112,2012-09-26
749,54112,2012-10-16
750,54112,2012-10-21
751,54112,2012-10-29
752,54112,2012-11-11
753,54112,2013-01-23
754,54112,2013-03-15
755,54112,2013-04-01
756,54112,2013-04-29
757,54112,2013-05-06
758,54112,2013-05-14
759,54112,2013-06-15
760,54112,2013-06-22
761,54112,2013-06-29
762,54112,2013-09-16
763,54112,2013-09-24
764,54112,2013-09-28
765,54112,2013-10-03
766,54112,2013-10-10
767,54112,2013-10-13
768,54112,2013-10-20
769,54112,2013-10-28
770,54112,2013-11-11
771,54112,2013-12-06
772,54112,2013-12-16
773,54112,2014-02-19
774,54112,2014-03-01
775,54112,2014-03-14
776,54112,2014-03-19
777,54112,2014-03-25
778,54112,2014-03-28
779,54112,2014-04-16
780,54112,2014-04-26
781,54112,2014-05-09
782,54112,2014-05-25
783,54112,2014-07-01
784,54112,2014-07-18
785,54112,2014-07-29
786,54112,2014-08-07
787,54112,2014-10-08
788,54112,2014-11-12
789,54112,2014-11-20
790,54112,2014-11-29
791,54112,2015-02-13
792,54112,2015-03-20
793,54112,2015-03-27
794,54112,2015-04-12
795,54112,2015-04-16
796,54112,2015-04-20
797,54112,2015-04-23
798,54112,2015-04-28
799,54112,2015-05-05
800,54112,2015-05-18
801,54112,2015-05-21
802,54112,2015-05-26
803,54112,2015-06-07
804,54112,2015-06-11
805,54112,2015-09-21
806,2748160,2014-04-29
807,2748160,2014-05-17
808,2748160,2014-07-02
809,2748160,2014-09-28
810,2748160,2014-10-02
811,2748160,2014-12-09
812,2748160,2015-05-22
813,2748160,2015-07-17
814,2748160,2015-08-02
815,2748160,2015-08-17
816,2748160,2015-09-08
817,4240916,2014-10-27
818,4240916,2014-11-23
819,4240916,2015-03-14
820,4240916,2015-04-16
821,4240916,2015-04-26
822,4240916,2015-04-30
823,4240916,2015-05-08
824,4240916,2015-05-16
825,868402,2013-05-28
826,868402,2013-06-10
827,868402,2013-06-24
828,868402,2013-07-01
829,868402,2013-07-08
830,868402,2013-07-14
831,868402,2013-07-23
832,868402,2013-07-28
833,868402,2013-08-04
834,868402,2013-08-12
835,868402,2013-08-18
836,868402,2013-08-31
837,868402,2013-09-16
838,868402,2013-09-30
839,868402,2013-10-06
840,868402,2013-11-06
841,868402,2013-11-11
842,868402,2013-11-15
843,868402,2013-11-24
844,868402,2013-12-07
845,868402,2013-12-24
846,868402,2013-12-30
847,868402,2014-01-04
848,868402,2014-01-13
849,868402,2014-01-20
850,868402,2014-01-27
851,868402,2014-01-29
852,868402,2014-02-01
853,868402,2014-02-04
854,868402,2014-02-18
855,868402,2014-02-21
856,868402,2014-03-05
857,868402,2014-03-16
858,868402,2014-05-09
859,868402,2014-05-13
860,868402,2014-05-27
861,868402,2014-06-02
862,868402,2014-06-07
863,868402,2014-06-09
864,868402,2014-06-15
865,868402,2014-06-20
866,868402,2014-07-01
867,868402,2014-07-14
868,868402,2014-07-27
869,868402,2014-08-01
870,868402,2014-08-09
871,868402,2014-08-29
872,868402,2014-09-14
873,868402,2014-09-26
874,868402,2014-10-03
875,868402,2014-10-09
876,868402,2014-10-30
877,868402,2014-11-09
878,868402,2014-12-31
879,868402,2015-02-16
880,868402,2015-03-01
881,868402,2015-03-15
882,868402,2015-03-18
883,868402,2015-06-17
884,868402,2015-06-21
885,868402,2015-07-05
886,868402,2015-07-23
887,868402,2015-08-22
888,868402,2015-09-21
889,868402,2015-09-25
890,6509966,2015-06-02
891,6509966,2015-06-05
892,6509966,2015-06-12
893,6509966,2015-06-15
894,6509966,2015-07-08
895,6509966,2015-07-11
896,6509966,2015-07-15
897,6509966,2015-07-17
898,6509966,2015-07-22
899,6509966,2015-07-24
900,6509966,2015-08-02
901,6509966,2015-08-07
902,6509966,2015-09-11
903,4629566,2015-01-16
904,4629566,2015-05-19
905,4629566,2015-05-25
906,4629566,2015-07-12
907,4468217,2014-12-14
908,4468217,2015-04-13
909,4468217,2015-04-20
910,4468217,2015-04-26
911,4468217,2015-06-03
912,4468217,2015-08-08
913,669941,2012-12-12
914,669941,2012-12-26
915,669941,2013-01-23
916,669941,2013-02-02
917,669941,2013-02-05
918,669941,2013-02-26
919,669941,2013-03-05
920,669941,2013-04-16
921,669941,2013-05-15
922,669941,2013-05-18
923,669941,2013-05-26
924,669941,2013-06-06
925,669941,2013-06-10
926,669941,2013-06-26
927,669941,2013-07-06
928,669941,2013-07-14
929,669941,2013-07-21
930,669941,2013-08-02
931,669941,2013-08-09
932,669941,2013-12-23
933,669941,2014-01-16
934,669941,2014-01-24
935,669941,2014-02-08
936,669941,2014-02-19
937,669941,2014-02-24
938,669941,2014-03-02
939,669941,2014-03-17
940,669941,2014-03-24
941,669941,2014-03-30
942,669941,2014-04-04
943,669941,2014-04-18
944,669941,2014-04-21
945,669941,2014-04-25
946,669941,2014-05-03
947,669941,2014-05-09
948,669941,2014-05-18
949,669941,2014-06-01
950,669941,2014-06-07
951,669941,2014-06-15
952,669941,2014-06-26
953,669941,2014-07-12
954,669941,2014-07-20
955,669941,2014-07-25
956,669941,2014-08-01
957,669941,2014-08-08
958,669941,2014-08-12
959,669941,2014-08-16
960,669941,2014-08-25
961,669941,2014-08-27
962,669941,2014-09-05
963,669941,2014-09-08
964,669941,2014-09-10
965,669941,2014-09-17
966,669941,2014-09-20
967,669941,2014-10-18
968,669941,2014-11-12
969,669941,2014-11-20
970,669941,2014-12-02
971,669941,2014-12-07
972,669941,2014-12-23
973,669941,2015-03-23
974,669941,2015-03-25
975,669941,2015-03-31
976,669941,2015-04-05
977,669941,2015-04-10
978,669941,2015-04-12
979,669941,2015-04-15
980,669941,2015-04-25
981,669941,2015-05-02
982,669941,2015-05-08
983,669941,2015-05-18
984,669941,2015-05-20
985,669941,2015-06-11
986,669941,2015-06-15
987,669941,2015-06-18
988,669941,2015-06-21
989,669941,2015-06-24
990,669941,2015-07-22
991,669941,2015-07-25
992,669941,2015-07-29
993,669941,2015-08-02
994,669941,2015-08-04
995,669941,2015-08-09
996,669941,2015-08-11
997,669941,2015-08-13
998,669941,2015-08-17
999,669941,2015-08-21
1000,669941,2015-08-28
1001,669941,2015-08-31
1002,669941,2015-09-06
1003,669941,2015-09-19
1004,669941,2015-09-28
1005,6810295,2015-07-17
1006,6810295,2015-07-21
1007,6810295,2015-08-22
1008,1401064,2013-10-01
1009,1401064,2013-10-07
1010,1401064,2013-12-01
1011,1401064,2014-01-14
1012,1401064,2014-02-14
1013,1401064,2014-02-18
1014,1401064,2014-02-23
1015,1401064,2014-03-31
1016,1401064,2014-04-25
1017,1401064,2014-06-01
1018,1401064,2014-07-03
1019,1401064,2014-07-09
1020,1401064,2014-07-15
1021,1401064,2014-08-23
1022,1401064,2014-09-12
1023,1401064,2014-09-19
1024,1401064,2014-09-25
1025,1401064,2014-10-03
1026,1401064,2014-10-04
1027,1401064,2014-10-25
1028,1401064,2014-11-10
1029,1401064,2014-12-08
1030,1401064,2015-01-03
1031,1401064,2015-01-13
1032,1401064,2015-01-27
1033,1401064,2015-02-07
1034,1401064,2015-03-08
1035,1401064,2015-04-28
1036,1401064,2015-05-14
1037,1401064,2015-05-15
1038,1401064,2015-06-15
1039,1401064,2015-06-22
1040,1401064,2015-07-26
1041,1401064,2015-07-29
1042,1401064,2015-08-14
1043,1401064,2015-09-07
1044,1401064,2015-09-11
1045,1401064,2015-10-01
1046,8388086,2015-09-20
1047,8388086,2015-09-21
1048,8388086,2015-09-24
1049,8388086,2015-09-26
1050,8388086,2015-09-28
1051,570271,2012-08-18
1052,570271,2013-06-29
1053,570271,2014-10-24
1054,570271,2015-05-01
1055,570271,2015-05-23
1056,4611706,2014-11-30
1057,4611706,2014-12-29
1058,4611706,2015-04-17
1059,4611706,2015-04-24
1060,4611706,2015-05-05
1061,4611706,2015-05-19
1062,4611706,2015-05-31
1063,4611706,2015-06-12
1064,4144992,2014-10-11
1065,4144992,2014-10-17
1066,4144992,2014-11-07
1067,4144992,2014-11-19
1068,4144992,2015-03-03
1069,4144992,2015-03-21
1070,4144992,2015-04-12
1071,4144992,2015-04-17
1072,4144992,2015-04-25
1073,4144992,2015-05-13
1074,4144992,2015-05-19
1075,4144992,2015-05-29
1076,4144992,2015-07-04
1077,4144992,2015-07-09
1078,4144992,2015-09-18
1079,867117,2013-01-24
1080,867117,2013-03-30
1081,867117,2013-04-09
1082,867117,2013-04-20
1083,867117,2013-05-29
1084,867117,2013-06-13
1085,867117,2013-07-07
1086,867117,2013-07-23
1087,867117,2013-09-03
1088,867117,2013-09-25
1089,867117,2013-10-12
1090,867117,2013-10-23
1091,867117,2014-04-06
1092,867117,2014-04-15
1093,867117,2014-05-28
1094,867117,2014-07-31
1095,867117,2014-08-08
1096,867117,2014-08-26
1097,867117,2014-09-15
1098,867117,2014-10-04
1099,867117,2014-10-16
1100,867117,2014-11-19
1101,867117,2015-01-19
